Customer Name,Product Category,Sales Amount
Rohan Nair,Groceries,1805.25
Kavya Gupta,Books,2878.52
Kavya Gupta,Books,2123.41
Sunita Joshi,Groceries,3460.81
Aditya Shah,Groceries,1631.61
Priya Sharma,Furniture,267856.83
Shreya Shah,Electronics,113953.25
Rohan Kumar,Sports,22421.86
Sunita Shah,Clothing,8461.34
Deepa Mehta,Books,616.48
Meera Nair,Sports,24706.43
Deepa Chatterjee,Clothing,8547.02
Vikram Mehta,Groceries,1360.85
Ritu Reddy,Books,1255.85
Kavya Reddy,Electronics,77559.67
Sanjay Das,Clothing,4890.43
Nikhil Patel,Sports,11604.33
Rohan Bhat,Clothing,2772.19
Nisha Rao,Furniture,238669.42
Meera Iyer,Clothing,11834.57
Nisha Sharma,Beauty,3369.84
Amit Sharma,Books,449.09
Deepa Rao,Electronics,29639.22
Vikram Verma,Books,11967.15
Shreya Mishra,Books,1825.08
Amit Sharma,Groceries,2079.81
Shreya Sharma,Sports,53077.76
Kavya Rao,Clothing,6367.6
Rahul Singh,Books,4064.17
Shreya Bose,Clothing,10464.16
Shreya Nair,Furniture,183102.21
Shreya Bhat,Sports,12167.28
Nisha Chatterjee,Groceries,240.6
Sunita Iyer,Electronics,148714.97
Nisha Bose,Groceries,3424.01
Ananya Mehta,Clothing,7291.61
Arjun Sharma,Clothing,3056.64
Priya Singh,Clothing,9475.19
Pooja Chatterjee,Beauty,4007.33
Aditya Pillai,Sports,67291.55
Karan Kapoor,Furniture,208563.97
Ananya Singh,Groceries,858.05
Sanjay Mehta,Groceries,2308.05
Vikram Pillai,Furniture,182249.65
Karan Kumar,Clothing,592.57
Sanjay Bhat,Beauty,5967.23
Sanjay Sharma,Clothing,2211.38
Sanjay Iyer,Electronics,368280.67
Nisha Singh,Beauty,1341.05
Ananya Gupta,Furniture,122018.19
Karan Bose,Furniture,61837.22
Kavya Patel,Electronics,148143.49
Deepa Rao,Groceries,977.56
Sunita Rao,Books,2110.73
Nikhil Singh,Groceries,2484.78
Amit Gupta,Clothing,7119.27
Sanjay Joshi,Groceries,1074.27
Deepa Sharma,Electronics,748589.49
Vikram Bose,Sports,44932.24
Rahul Verma,Furniture,3057.58
Nikhil Kapoor,Groceries,515.74
Ananya Mehta,Electronics,456663.98
Arjun Bhat,Beauty,13804.56
Pooja Chatterjee,Groceries,344.42
Deepa Patel,Electronics,195002.92
Meera Joshi,Groceries,1605.72
Deepa Rao,Groceries,72.22
Sanjay Patel,Furniture,49127.13
Sanjay Kumar,Electronics,103626.93
Ananya Reddy,Beauty,1450.96
Karan Bhat,Books,6671.63
Sunita Singh,Clothing,6186.65
Deepa Kumar,Beauty,991.85
Priya Mishra,Sports,124055.48
Amit Shah,Beauty,3268.13
Meera Iyer,Clothing,775.04
Rohan Mehta,Groceries,2368.54
Arjun Sharma,Beauty,10354.54
Karan Joshi,Beauty,2646.86
Ritu Kapoor,Books,8777.25
Aarav Singh,Electronics,31838.58
Arjun Patel,Books,8709.88
Nikhil Gupta,Furniture,63872.39
Ritu Mishra,Beauty,2675.94
Aditya Rao,Clothing,14896.36
Pooja Patel,Electronics,169372.37
Aditya Sharma,Furniture,20552.2
Karan Kumar,Electronics,281102.55
Rahul Nair,Sports,84123.31
Rahul Joshi,Sports,42140.22
Arjun Kapoor,Books,5866.43
Ritu Verma,Books,2857.33
Vikram Das,Sports,15450.95
Rohan Nair,Sports,3563.24
Sanjay Bose,Sports,60345.97
Arjun Kapoor,Sports,9018.03
Shreya Reddy,Beauty,1306.86
Sunita Gupta,Clothing,2711.94
Rohan Shah,Clothing,7577.9
Amit Bose,Clothing,9585.11
Shreya Bhat,Groceries,854.73
Arjun Gupta,Clothing,9558.85
Sanjay Chatterjee,Furniture,33590.83
Vikram Shah,Electronics,101185.85
Nisha Sharma,Sports,28783.41
Nikhil Mehta,Beauty,5688.97
Sunita Iyer,Books,1432.65
Aarav Joshi,Books,969.44
Arjun Bhat,Clothing,15129.46
Aditya Iyer,Electronics,163008.08
Priya Joshi,Sports,106749.94
Amit Singh,Beauty,600.84
Rahul Pillai,Sports,90858.69
Rohan Kapoor,Furniture,43871.43
Pooja Singh,Beauty,632.17
Nisha Shah,Groceries,145.65
Arjun Rao,Groceries,4033.84
Shreya Pillai,Sports,3117.15
Arjun Sharma,Furniture,33795.38
Ananya Reddy,Beauty,5754.84
Kavya Mehta,Electronics,17734.88
Rahul Gupta,Sports,128078.44
Nisha Pillai,Beauty,660.97
Sanjay Das,Beauty,6213.65
Meera Rao,Beauty,9449.37
Aarav Nair,Beauty,3896.02
Karan Singh,Furniture,300897.35
Aarav Mehta,Beauty,13573.13
Nikhil Chatterjee,Groceries,1284.63
Shreya Shah,Books,344.18
Meera Iyer,Books,1929.18
Kavya Iyer,Electronics,55070.91
Pooja Patel,Electronics,203704.25
Kavya Shah,Beauty,7442.31
Rahul Iyer,Clothing,4502.68
Arjun Iyer,Beauty,1005.23
Rohan Mehta,Clothing,420.97
Rohan Das,Sports,79710.68
Meera Kumar,Clothing,13960.24
Rohan Iyer,Books,4278.59
Aditya Shah,Furniture,7801.91
Amit Gupta,Clothing,7257.03
Vikram Sharma,Groceries,574.2
Priya Patel,Books,485.28
Vikram Nair,Electronics,205453.46
Sanjay Kapoor,Books,678.92
Karan Verma,Books,2627.87
Meera Chatterjee,Electronics,188453.46
Amit Bose,Clothing,862.61
Vikram Shah,Furniture,70662.81
Nisha Reddy,Electronics,12588.84
Nisha Kapoor,Groceries,480.61
Shreya Sharma,Furniture,87226.55
Vikram Kumar,Furniture,13846.15
Nisha Kapoor,Sports,81467.43
Priya Singh,Sports,64012.37
Amit Rao,Sports,36168.33
Nisha Singh,Beauty,5850.88
Amit Mishra,Clothing,11519.71
Ananya Shah,Furniture,8585.93
Ritu Singh,Clothing,6223.33
Ritu Mishra,Books,537.64
Vikram Joshi,Sports,30208.26
Ananya Kumar,Sports,52222.52
Sanjay Shah,Clothing,2055.62
Shreya Das,Beauty,2416.41
Vikram Kapoor,Beauty,10957.9
Rahul Singh,Sports,21400.72
Aditya Das,Clothing,12023.58
Arjun Kumar,Books,1721.22
Rohan Kapoor,Groceries,2226.94
Amit Verma,Groceries,1113.01
Karan Reddy,Books,1085.19
Ananya Patel,Books,937.39
Aditya Sharma,Electronics,157351.1
Shreya Pillai,Sports,43004.45
Amit Reddy,Electronics,377991.95
Shreya Mishra,Beauty,2459.79
Deepa Chatterjee,Sports,4745.09
Pooja Gupta,Electronics,187015.17
Arjun Nair,Groceries,375.59
Pooja Verma,Electronics,289044.77
Sunita Reddy,Beauty,13435.71
Nikhil Shah,Clothing,775.74
Nikhil Shah,Groceries,1632.98
Rahul Pillai,Sports,12971.64
Karan Kumar,Electronics,68016.24
Rahul Sharma,Furniture,237087.2
Kavya Mehta,Furniture,53090.46
Aarav Das,Sports,113358.26
Shreya Mehta,Books,8445.01
Nisha Reddy,Beauty,7728.92
Amit Sharma,Books,9456.02
Aditya Kumar,Books,4481.56
Deepa Mehta,Groceries,1669.01
Aditya Mehta,Clothing,15369.71
Aditya Chatterjee,Furniture,341316.69
Karan Reddy,Furniture,112518.3
Arjun Iyer,Electronics,62813.98
Deepa Chatterjee,Electronics,822702.48
Rohan Kapoor,Groceries,907.65
Vikram Nair,Furniture,82824.15
Rahul Mishra,Groceries,175.14
Rohan Shah,Electronics,26028.1
Nikhil Kapoor,Furniture,300720.72
Meera Gupta,Electronics,208512.34
Nikhil Kumar,Electronics,62547.07
,,
Aditya Bose,Sports,46089.54
Aditya Shah,Sports,5526.04
Meera Mehta,Clothing,19680.42
Priya Bose,Groceries,5735.84
Vikram Chatterjee,Books,1329.23
Kavya Rao,Books,9425.16
Ritu Rao,Clothing,14092.58
Nikhil Kumar,Books,6393.22
Arjun Pillai,Sports,84559.35
Pooja Chatterjee,Sports,89199.08
Sunita Pillai,Electronics,235156.16
Sunita Das,Books,9257.42
Rohan Nair,Beauty,8793.46
Kavya Kapoor,Groceries,1256.75
Aarav Verma,Books,1075.92
Nisha Mehta,Beauty,6404.35
Sunita Kumar,Beauty,9661.83
Ritu Singh,Sports,17471.63
Amit Patel,Groceries,1094.67
Shreya Pillai,Clothing,12440.45
Aarav Iyer,Furniture,255508.83
Aarav Mehta,Beauty,14507.61
Nisha Singh,Electronics,494382.28
Vikram Shah,Sports,81878.9
Nikhil Nair,Groceries,5002.24
Rohan Chatterjee,Books,729651.06
Shreya Mehta,Books,10383.44
Arjun Bhat,Clothing,37327.01
Aditya Iyer,Groceries,2456.41
Priya Iyer,Groceries,2876.59
Nisha Pillai,Electronics,42423.95
Aditya Mehta,Furniture,154408.51
Aditya Rao,Electronics,470774.92
Ritu Reddy,Sports,96151.04
Kavya Reddy,Books,1113.83
Aarav Reddy,Clothing,6874.97
Priya Gupta,Sports,129179.48
Priya Kumar,Furniture,93910.03
Priya Bose,Books,3288.5
Arjun Mishra,Electronics,173058.34
Rahul Reddy,Groceries,485.67
Aditya Kumar,Groceries,4803.63
Kavya Joshi,Clothing,25352.89
Meera Patel,Groceries,1501.76
Ritu Mehta,Sports,16007.63
Aditya Mehta,Electronics,211978.75
Aarav Kapoor,Beauty,2458.7
Kavya Mehta,Books,1372.2
Ritu Nair,Electronics,210085.4
Sanjay Joshi,Clothing,25653.59
Ananya Shah,Beauty,12820.21
,,
Deepa Nair,Books,8558.35
Priya Verma,Furniture,170809.51
Rohan Kumar,Beauty,999.56
Rahul Patel,Groceries,838.13
Rahul Mishra,Clothing,20334.29
Aditya Iyer,Books,5550.8
Kavya Iyer,Beauty,2697.26
Sunita Bose,Sports,97179.05
Arjun Bose,Furniture,139624.11
Aarav Rao,Books,1696.93
Rahul Singh,Sports,54615.07
Meera Das,Groceries,986.8
Meera Mishra,Sports,4149.57
Kavya Patel,Furniture,191023.49
Meera Reddy,Sports,31412.17
Meera Verma,Books,6137.27
Priya Shah,Books,7627.11
Aarav Bose,Groceries,103.31
Kavya Singh,Furniture,296109.08
Meera Pillai,Electronics,75119.27
Deepa Pillai,Clothing,1542.53
Nisha Sharma,Clothing,10952.86
Vikram Reddy,Electronics,48541.55
Nisha Shah,Sports,43423.68
Amit Singh,Beauty,777.12
Arjun Nair,Sports,78776.93
Deepa Chatterjee,Electronics,29027.34
Aditya Joshi,Sports,13742.69
Kavya Patel,Groceries,1561.49
Pooja Bhat,Groceries,4349.83
Shreya Mishra,Furniture,155865.09
Karan Kapoor,Groceries,1844.79
Nisha Mehta,Electronics,30120.16
Nikhil Reddy,Books,2797.51
Nikhil Joshi,Furniture,12378.84
Ananya Pillai,Beauty,4045.87
Ritu Mehta,Electronics,191499.56
Priya Das,Furniture,87908.48
Karan Bhat,Clothing,3938.32
Amit Gupta,Groceries,304.23
Amit Shah,Groceries,4084.65
Karan Iyer,Books,2561.17
Ananya Nair,Sports,727.57
Ritu Rao,Furniture,44039.5
Kavya Mishra,Furniture,198759.57
Sunita Shah,Books,1458.67
Kavya Kumar,Beauty,4465.04
Ananya Pillai,Groceries,3726.88
Aditya Shah,Sports,120212.0
Karan Singh,Books,4718.43
Arjun Gupta,Furniture,27756.98
Ritu Chatterjee,Sports,9647.73
Vikram Nair,Clothing,29360.23
Shreya Mehta,Beauty,3450.53
Karan Pillai,Furniture,295846.81
Shreya Joshi,Groceries,1697.64
Karan Reddy,Books,5074.93
Arjun Reddy,Furniture,88033.69
Aarav Kumar,Sports,60476.18
Pooja Bose,Clothing,28793.88
Aarav Sharma,Furniture,19748.43
Aditya Sharma,Groceries,807.18
Sunita Nair,Groceries,1339.61
Aditya Mehta,Books,3916.31
Aarav Bose,Clothing,2020.82
Rahul Shah,Beauty,30857.19
Nikhil Pillai,Groceries,2269.73
Priya Verma,Electronics,593837.1
Shreya Shah,Beauty,7782.1
Vikram Mehta,Furniture,256959.11
Shreya Mehta,Beauty,1495.87
Kavya Kapoor,Groceries,1058.44
Meera Kumar,Clothing,2115.12
Ananya Pillai,Clothing,2281458.22
Amit Joshi,Beauty,6361.05
Rahul Patel,Clothing,3156.27
Pooja Das,Groceries,989.86
Sanjay Kumar,Groceries,1777.49
Kavya Gupta,Furniture,87388.37
Pooja Kapoor,Clothing,2618.73
Ritu Iyer,Electronics,189388.83
Aarav Joshi,Clothing,11305.88
Priya Mishra,Sports,46691.07
Aarav Joshi,Sports,30150.8
Deepa Mishra,Groceries,2940.06
Aditya Das,Sports,31946.52
Arjun Reddy,Beauty,9081.45
Karan Patel,Groceries,4521.17
Aarav Nair,Groceries,499.25
Arjun Kapoor,Groceries,586.06
Nikhil Sharma,Electronics,27456.59
Sunita Gupta,Electronics,293380.85
Arjun Das,Electronics,74980.19
Rahul Iyer,Electronics,25982.59
Deepa Mishra,Electronics,6373.28
Pooja Verma,Furniture,14966.05
Karan Rao,Beauty,112.78
Nikhil Iyer,Beauty,4476.08
Sanjay Nair,Books,8262.31
Nisha Bhat,Sports,7936261.2
Sanjay Gupta,Groceries,739.35
Pooja Shah,Beauty,4998.52
Arjun Chatterjee,Clothing,16565.63
Pooja Nair,Books,2565.08
Ritu Shah,Groceries,2725.99
Nisha Bose,Sports,12066.97
Amit Singh,Clothing,9005.15
Meera Joshi,Electronics,39941.04
Kavya Nair,Beauty,3809.66
Ritu Patel,Electronics,238441.62
Rahul Reddy,Sports,10395.54
Priya Mishra,Groceries,1976.85
Karan Mehta,Clothing,22477.05
Vikram Rao,Clothing,9349.02
Ritu Iyer,Clothing,25508.14
Pooja Nair,Sports,143841.57
Kavya Gupta,Books,2496.6
Rahul Bhat,Beauty,12426.65
Nisha Pillai,Clothing,5468.29
Karan Patel,Groceries,5372.93
Nisha Mehta,Sports,40614.59
Rahul Nair,Books,3369.46
Sanjay Kapoor,Groceries,705.38
Pooja Nair,Books,4458.93
Priya Iyer,Books,1765.74
Arjun Chatterjee,Electronics,27894.98
Ritu Reddy,Books,4363.93
Rahul Joshi,Groceries,1788.09
Deepa Kumar,Groceries,2947.93
Rahul Mehta,Furniture,29507.88
Sanjay Kumar,Clothing,4220.0
Ananya Chatterjee,Sports,2473.0
Karan Bhat,Groceries,710.96
Arjun Shah,Sports,39194.69
Pooja Kumar,Clothing,25651.74
Kavya Reddy,Furniture,214328.13
Aditya Mehta,Sports,49123.38
Sunita Iyer,Books,6627.97
Rohan Das,Beauty,18873.13
Ananya Joshi,Furniture,174116.21
Karan Shah,Books,973.92
Karan Kapoor,Clothing,8060.63
Aarav Gupta,Furniture,83123.74
Pooja Joshi,Books,3102.98
Shreya Mishra,Sports,121250.56
Nisha Bhat,Books,1691.13
Meera Iyer,Furniture,22527.45
Rohan Pillai,Books,4550.23
Aarav Gupta,Beauty,8056.36
Meera Chatterjee,Groceries,83.75
Nikhil Kapoor,Beauty,2439.84
Priya Bhat,Electronics,242331.73
Pooja Bose,Furniture,57845.42
Deepa Das,Furniture,22238.65
Nikhil Verma,Electronics,35330.16
Sunita Iyer,Groceries,1597.57
Rahul Joshi,Groceries,1337.09
Nisha Kapoor,Groceries,999.98
Pooja Mehta,Furniture,20187.04
Sunita Reddy,Beauty,8503.47
Sunita Bose,Clothing,23273.58
Priya Rao,Books,4314.77
Nikhil Verma,Clothing,21070.99
Nikhil Patel,Electronics,274146.04
Shreya Shah,Electronics,18570.7
Aditya Gupta,Books,8544.42
Vikram Das,Electronics,89772.04
Rahul Das,Electronics,509672.92
Rahul Sharma,Beauty,1203.63
Sanjay Iyer,Sports,84861.96
Sunita Nair,Beauty,764.26
Vikram Das,Sports,14254.8
Karan Mehta,Clothing,13172.15
Deepa Singh,Books,11676.23
Ananya Verma,Books,7279.36
Rohan Chatterjee,Furniture,119623.01
Ritu Iyer,Beauty,5580.64
Nikhil Kapoor,Groceries,2510.56
Priya Nair,Sports,21635.72
Pooja Singh,Clothing,8012.86
Rohan Mishra,Books,5174.52
Amit Sharma,Beauty,1312.85
Sunita Shah,Sports,14415.44
Ananya Singh,Clothing,31403.77
Rohan Bhat,Clothing,10071.36
Kavya Chatterjee,Groceries,1984.26
Arjun Verma,Electronics,72400.09
Sunita Shah,Beauty,9135.75
Sunita Gupta,Groceries,370.8
Sanjay Iyer,Electronics,514656.3
Pooja Gupta,Sports,20744.7
Meera Nair,Beauty,2317.03
Meera Verma,Electronics,49758.87
Priya Mishra,Furniture,65545.14
Rahul Patel,Furniture,17323.1
Rohan Iyer,Books,910.56
Nikhil Mehta,Clothing,11379.73
Pooja Chatterjee,Books,2893.27
Ananya Kapoor,Groceries,87.71
Sunita Bose,Clothing,40561.11
Rahul Sharma,Furniture,93700.04
Karan Chatterjee,Beauty,8273.92
Kavya Joshi,Clothing,12579.87
Ritu Kapoor,Clothing,16207.04
Aditya Gupta,Sports,166583.26
Vikram Verma,Books,9214.56
Deepa Bose,Furniture,16374.89
Vikram Reddy,Furniture,63758.45
Priya Das,Electronics,700761.7
Arjun Rao,Electronics,736732.69
Rahul Kapoor,Electronics,232526.04
Ritu Kumar,Electronics,526880.46
Nikhil Kumar,Books,1767.24
Vikram Singh,Books,1040.65
Shreya Gupta,Books,6644.53
Sunita Bose,Sports,51880.09
Rohan Verma,Sports,7914.11
Ritu Mehta,Furniture,79635.1
Arjun Gupta,Electronics,158246.41
Ritu Bose,Clothing,4150.51
Kavya Verma,Clothing,10588.9
Vikram Bose,Groceries,814.46
Sunita Bose,Books,733.62
Rahul Mishra,Books,2753.41
Kavya Pillai,Electronics,296590.44
Deepa Bose,Electronics,119306.63
Shreya Shah,Furniture,95197.56
Kavya Iyer,Furniture,98477.31
Ananya Bhat,Clothing,3745.45
Aarav Nair,Sports,79795.54
Karan Mehta,Clothing,18294.23
Arjun Pillai,Clothing,15759.57
Priya Mishra,Clothing,7846.07
Ritu Bose,Electronics,16579.98
Deepa Rao,Electronics,38771.85
Sunita Reddy,Groceries,579.76
Rohan Das,Beauty,18873.13
Nisha Verma,Clothing,33393.53
Arjun Kumar,Clothing,12041.48
Ananya Kapoor,Sports,10418.77
Nikhil Pillai,Electronics,535096.15
Aditya Shah,Clothing,29349.38
Nikhil Rao,Furniture,93169.87
Sunita Shah,Books,5604.17
Vikram Nair,Groceries,2357.5
Deepa Singh,Electronics,216523.83
Vikram Bhat,Furniture,10874.57
Arjun Bhat,Beauty,903.41
Amit Verma,Groceries,759.97
Sunita Kapoor,Sports,4503.3
Sunita Patel,Books,6295.77
Vikram Iyer,Electronics,7936.89
Sunita Kumar,Books,4630.24
Rohan Joshi,Beauty,6225.11
Arjun Das,Electronics,67236.76
Aarav Singh,Electronics,53607.17
Kavya Kumar,Books,1258.03
Nisha Kumar,Furniture,2715.55
Priya Gupta,Books,3014.3
Vikram Chatterjee,Groceries,955.25
Arjun Verma,Groceries,1502.19
Priya Mehta,Sports,16327.78
Meera Shah,Books,1480.71
Priya Verma,Beauty,8215.07
Nisha Sharma,Books,2614.74
Aarav Iyer,Furniture,9670.53
Aarav Patel,Beauty,11841.76
Nikhil Verma,Clothing,645.7
Meera Nair,Sports,9667.42
Rahul Verma,Electronics,121912.78
Shreya Bose,Electronics,278998.42
Arjun Singh,Sports,11320.18
Priya Patel,Beauty,4504.96
Ritu Nair,Groceries,1807.15
Shreya Singh,Beauty,999.41
Sunita Pillai,Clothing,4977.33
Kavya Kapoor,Clothing,3326.03
Pooja Mishra,Electronics,852478.05
Vikram Kumar,Sports,14299.68
Rahul Chatterjee,Electronics,832824.46
Priya Iyer,Books,4942.58
Kavya Das,Sports,50117.69
Priya Shah,Furniture,101055.44
Deepa Bhat,Groceries,1704.17
Meera Patel,Beauty,3443.74
Sanjay Gupta,Electronics,56864.2
Sanjay Bhat,Beauty,10594.06
Sunita Singh,Furniture,41709.71
Amit Mehta,Books,808.84
Deepa Gupta,Furniture,164321.16
Kavya Singh,Furniture,116887.25
Rahul Gupta,Electronics,25126.0
Nisha Nair,Groceries,302.37
Aarav Kapoor,Clothing,6972.95
Priya Rao,Clothing,22849.8
Nisha Kapoor,Books,6986.54
Sanjay Kumar,Electronics,359836.7
Karan Singh,Sports,7194.38
Meera Das,Sports,11935.37
Aditya Pillai,Sports,12487.02
Ritu Kumar,Sports,140742.77
Aarav Singh,Clothing,2238.06
Shreya Mishra,Books,801.85
Rahul Shah,Beauty,3560.92
Meera Sharma,Sports,13542.42
Priya Singh,Sports,5109.23
Shreya Singh,Clothing,2691.37
Nikhil Chatterjee,Books,2078.56
Rohan Bose,Clothing,20906.55
Ananya Kapoor,Books,3284.38
Sanjay Rao,Electronics,941142.08
Aarav Pillai,Clothing,1298.32
Vikram Patel,Furniture,131437.57
Meera Das,Groceries,1630.03
Kavya Shah,Books,1030.55
Rohan Gupta,Groceries,357.63
Nisha Kumar,Furniture,118422.68
Kavya Chatterjee,Beauty,1195.99
Sanjay Joshi,Groceries,923.93
Arjun Sharma,Groceries,561.92
Aarav Mehta,Groceries,1081.17
Ritu Rao,Groceries,43.37
Nisha Kapoor,Sports,36459.41
Arjun Mehta,Groceries,3472.2
Aarav Pillai,Beauty,27141.72
Priya Chatterjee,Furniture,222317.82
Pooja Kumar,Clothing,3473.11
Sanjay Joshi,Books,2462.15
Kavya Pillai,Clothing,26432.66
Ritu Reddy,Electronics,206094.85
Ritu Bose,Groceries,614.69
Shreya Gupta,Books,5029.55
Sunita Bhat,Beauty,5534.19
Nisha Mehta,Clothing,3236.74
Deepa Patel,Furniture,268698.01
Nisha Verma,Electronics,151708.44
Shreya Shah,Sports,50601.3
Arjun Shah,Books,642.25
Pooja Chatterjee,Books,10991.18
Sanjay Bose,Groceries,1720.56
Nikhil Chatterjee,Books,4651.11
Pooja Iyer,Furniture,156258.37
Deepa Das,Clothing,8685.88
Rahul Pillai,Clothing,13144.99
Arjun Verma,Electronics,604434.02
Nisha Mishra,Beauty,2886.91
Rahul Bhat,Groceries,638.01
Aditya Mishra,Beauty,6476.71
Deepa Singh,Groceries,1758.81
Kavya Joshi,Furniture,75488.55
Shreya Verma,Groceries,407.16
Meera Joshi,Clothing,4653.0
Pooja Das,Sports,43806.61
Pooja Pillai,Clothing,17421.06
Rahul Shah,Furniture,23868.33
Aditya Bhat,Sports,88135.47
Amit Iyer,Groceries,1125.86
Deepa Reddy,Sports,20269.39
Karan Patel,Electronics,203835.56
Kavya Kapoor,Electronics,73309.14
Ritu Mehta,Electronics,175205.59
Vikram Mishra,Groceries,2378.41
Ritu Gupta,Beauty,921.87
Meera Bhat,Groceries,572.84
Arjun Das,Clothing,3259.85
Karan Bose,Groceries,766.42
Pooja Mishra,Sports,63223.16
Sunita Joshi,Groceries,580.22
Aditya Bose,Clothing,18870.57
Nikhil Mehta,Sports,13731.31
Rohan Das,Groceries,2839.68
Amit Das,Electronics,442866.28
Sanjay Iyer,Groceries,181.61
Shreya Kumar,Groceries,253.58
Amit Reddy,Books,3378.55
Shreya Kumar,Furniture,39110.3
Nikhil Nair,Clothing,15799.82
Pooja Sharma,Furniture,7172.01
Deepa Joshi,Groceries,625.44
Ananya Sharma,Groceries,235.01
Amit Verma,Clothing,19751.99
Nisha Singh,Books,3171.19
Ritu Das,Beauty,15333.34
Rohan Kapoor,Clothing,4738.37
Sunita Nair,Clothing,13350.85
Shreya Das,Clothing,33772.34
Sanjay Das,Groceries,395.46
Rahul Bose,Beauty,1250.93
Amit Rao,Electronics,81693.15
Kavya Joshi,Books,2368.12
Nisha Patel,Beauty,11838.84
Ananya Iyer,Clothing,1412.65
Nikhil Pillai,Sports,37930.36
Rohan Joshi,Furniture,154810.39
Kavya Mehta,Books,3604.16
Vikram Joshi,Beauty,3774.97
Meera Chatterjee,Books,2895.46
Kavya Patel,Books,243.47
Priya Bose,Clothing,8950.43
Amit Sharma,Sports,15448.23
Rohan Verma,Electronics,174884.92
Amit Reddy,Beauty,788.32
Rahul Gupta,Books,901.37
Vikram Chatterjee,Sports,14785.98
Vikram Verma,Furniture,86856.88
Sanjay Rao,Electronics,172376.29
Deepa Reddy,Clothing,3544.92
Priya Reddy,Beauty,2114.44
Nikhil Kapoor,Beauty,1644.73
Nisha Kumar,Books,8377.27
Ritu Nair,Electronics,255897.86
Meera Rao,Furniture,8848.99
Kavya Joshi,Sports,22623.39
Shreya Patel,Sports,168816.96
Sunita Kapoor,Sports,50681.89
Pooja Mishra,Groceries,169.55
Ananya Bhat,Clothing,17929.64
Meera Rao,Beauty,12133.55
Priya Mehta,Books,6041.95
Sunita Patel,Furniture,35253.8
Amit Rao,Groceries,3258.96
Priya Iyer,Groceries,842.74
Nikhil Patel,Books,1527.32
Nikhil Gupta,Clothing,16226.61
Pooja Mehta,Books,828.78
Pooja Kapoor,Beauty,3770.64
Vikram Patel,Clothing,13392.95
Sanjay Singh,Groceries,1919.38
Arjun Gupta,Groceries,850.9
Nisha Bose,Groceries,371.3
Meera Mishra,Beauty,2301.14
Ananya Bose,Clothing,14003.32
Ritu Rao,Books,431.92
Aarav Singh,Clothing,4594.66
Ritu Chatterjee,Furniture,22272.46
Sunita Singh,Beauty,7920.74
Rohan Rao,Beauty,13547.2
Amit Verma,Electronics,619186.18
Rahul Kumar,Beauty,1096.54
Ananya Shah,Furniture,165325.69
Ananya Kapoor,Clothing,1580.05
Ritu Bhat,Sports,4867.16
Meera Verma,Electronics,355300.24
Nikhil Verma,Furniture,20778.29
Sanjay Verma,Clothing,21771.76
Amit Iyer,Beauty,6032.13
Karan Pillai,Clothing,7894.09
Amit Mehta,Beauty,10130.45
Meera Mishra,Groceries,564.09
Rohan Bose,Furniture,22406.7
Sanjay Mehta,Electronics,518764.77
Rahul Gupta,Beauty,2700.49
Amit Mishra,Furniture,11388.89
Ananya Bhat,Beauty,6179.59
Aarav Mehta,Electronics,418460.95
Arjun Nair,Sports,14887.84
Vikram Sharma,Clothing,2622.68
Ananya Gupta,Sports,40821.89
Sunita Joshi,Books,539.18
Karan Chatterjee,Books,458.12
Sunita Das,Furniture,4179.32
Nisha Rao,Beauty,15078.05
Sunita Das,Clothing,7950.72
Vikram Mehta,Clothing,16832.81
Kavya Gupta,Groceries,487.77
Nisha Nair,Electronics,350565.99
Amit Bose,Furniture,85481.83
Aditya Patel,Electronics,186369.89
Nisha Iyer,Furniture,40736.49
Aditya Bose,Clothing,27923.07
Aditya Das,Clothing,5032.59
Ananya Kapoor,Sports,22984.85
Pooja Chatterjee,Beauty,21578.84
Aarav Pillai,Beauty,11610.5
Aditya Bose,Clothing,16597.51
Karan Kumar,Furniture,60313.96
Kavya Das,Groceries,1086.05
Deepa Nair,Sports,8175.82
,,
Sanjay Gupta,Furniture,193913.96
Karan Joshi,Electronics,34158.03
Priya Rao,Groceries,1000.55
Deepa Mehta,Electronics,468129.68
Priya Bhat,Books,2151.39
Sunita Das,Beauty,9829.11
Vikram Iyer,Furniture,116528.23
Aarav Reddy,Books,2194.06
Nikhil Nair,Sports,40572.08
Shreya Sharma,Clothing,670.73
Ritu Mishra,Furniture,95157.91
Rohan Sharma,Groceries,1195.3
Sanjay Verma,Groceries,801.8
Rohan Mehta,Electronics,377676.65
,,
Meera Chatterjee,Groceries,225.58
Aditya Chatterjee,Beauty,18377.46
Nisha Gupta,Clothing,6196.59
Arjun Singh,Electronics,30862.38
Karan Kumar,Electronics,376670.08
Vikram Mishra,Books,7024.12
Deepa Rao,Clothing,18541.83
Nisha Kapoor,Electronics,58711.83
Amit Kapoor,Sports,14109.98
Nisha Das,Clothing,15791.37
Vikram Mehta,Furniture,11706.31
Ritu Joshi,Beauty,1359.0
Sunita Kumar,Electronics,221917.54
Pooja Kapoor,Electronics,52626.5
Ananya Mishra,Sports,14497.79
Sunita Patel,Electronics,265931.19
Karan Reddy,Groceries,2847.85
Ananya Mehta,Books,2387.56
Sanjay Das,Sports,4428.27
Amit Reddy,Beauty,17885.64
Sanjay Patel,Beauty,12286.54
Shreya Mehta,Sports,18094.21
Rohan Iyer,Books,2902.07
